"caseId","docketId","caseIssuesId","voteId","dateDecision","decisionType","usCite","sctCite","ledCite","lexisCite","term","naturalCourt","chief","docket","caseName","dateArgument","dateRearg","petitioner","petitionerState","respondent","respondentState","jurisdiction","adminAction","adminActionState","threeJudgeFdc","caseOrigin","caseOriginState","caseSource","caseSourceState","lcDisagreement","certReason","lcDisposition","lcDispositionDirection","declarationUncon","caseDisposition","caseDispositionUnusual","partyWinning","precedentAlteration","voteUnclear","issue","issueArea","decisionDirection","decisionDirectionDissent","authorityDecision1","authorityDecision2","lawType","lawSupp","lawMinor","majOpinWriter","majOpinAssigner","splitVote","majVotes","minVotes"
"2004-059","2004-059-01","2004-059-01-01","2004-059-01-01-01",6/13/2005,1,"545 U.S. 193","125 S. Ct. 2372","162 L. Ed. 2d 160","2005 U.S. LEXIS 4840",2004,1607,"Rehnquist","03-1237","MERCK KGAA v. INTEGRA LIFESCIENCES I, LTD., et al.",4/20/2005,,143,,172,,1,,,0,51,,8,,1,11,6,2,1,5,0,1,0,0,80180,8,2,0,4,,6,600,"35 U.S.C. § 271",105,102,1,9,0
"2004-060","2004-060-01","2004-060-01-01","2004-060-01-01-01",6/13/2005,1,"545 U.S. 209","125 S. Ct. 2384","162 L. Ed. 2d 174","2005 U.S. LEXIS 4839",2004,1607,"Rehnquist","04-495","REGINALD A. WILKINSON, DIRECTOR, OHIO DEPARTMENT OF REHABILITATION AND CORRECTION, et al. v. CHARLES E. AUSTIN et al.",3/30/2005,,7,41,215,,1,117,41,0,103,,26,,0,11,2,2,1,7,0,1,0,0,40040,4,1,0,2,,2,230,,106,102,1,9,0
"2004-061","2004-061-01","2004-061-01-01","2004-061-01-01-01",6/13/2005,1,"545 U.S. 231","125 S. Ct. 2317","162 L. Ed. 2d 196","2005 U.S. LEXIS 4658",2004,1607,"Rehnquist","03-9659","THOMAS JOE MILLER-EL v. DOUG DRETKE, DIRECTOR, TEXAS DEPARTMENT OF CRIMINAL JUSTICE, CORRECTIONAL INSTITUTIONS DIVISION",12/6/2004,,126,,28,51,1,,,0,120,,25,,0,12,9,1,1,4,0,1,0,0,10020,1,2,0,7,3,3,341,,107,103,1,6,3
"2004-062","2004-062-01","2004-062-01-01","2004-062-01-01-01",6/13/2005,1,"545 U.S. 308","125 S. Ct. 2363","162 L. Ed. 2d 257","2005 U.S. LEXIS 4659",2004,1607,"Rehnquist","04-603","GRABLE & SONS METAL PRODUCTS, INC. v. DARUE ENGINEERING & MANUFACTURING",4/18/2005,,195,,195,,1,,,0,82,,26,,0,2,2,2,1,2,0,0,0,0,90400,9,2,0,4,3,3,345,,107,102,1,9,0
"2004-063","2004-063-01","2004-063-01-01","2004-063-01-01-01",6/20/2005,1,"545 U.S. 323","125 S. Ct. 2491","162 L. Ed. 2d 315","2005 U.S. LEXIS 4848",2004,1607,"Rehnquist","04-340","SAN REMO HOTEL, L. P., et al. v. CITY AND COUNTY OF SAN FRANCISCO, CALIFORNIA, et al.",3/28/2005,,195,,3,6,1,,,0,50,,29,,0,2,2,2,1,2,0,0,0,0,40070,4,2,0,2,,2,211,,103,102,1,9,0
"2004-064","2004-064-01","2004-064-01-01","2004-064-01-01-01",6/20/2005,1,"545 U.S. 353","125 S. Ct. 2478","162 L. Ed. 2d 343","2005 U.S. LEXIS 4847",2004,1607,"Rehnquist","04-5286","MICHAEL DONALD DODD v. UNITED STATES",3/22/2005,,215,,27,,1,,,0,58,,31,,0,2,2,1,1,2,0,0,0,0,10020,1,1,0,7,4,3,341,,104,102,1,5,4
"2004-065","2004-065-01","2004-065-01-01","2004-065-01-01-01",6/20/2005,1,"545 U.S. 374","125 S. Ct. 2456","162 L. Ed. 2d 360","2005 U.S. LEXIS 4846",2004,1607,"Rehnquist","04-5462","RONALD ROMPILLA v. JEFFREY A. BEARD, SECRETARY, PENNSYLVANIA DEPARTMENT OF CORRECTIONS",1/18/2005,,100,,28,45,1,,,0,109,,23,,1,12,3,1,1,3,0,1,0,0,10120,1,2,0,2,7,2,214,,107,103,1,5,4
"2004-066","2004-066-01","2004-066-01-01","2004-066-01-01-01",6/20/2005,1,"545 U.S. 409","125 S. Ct. 2444","162 L. Ed. 2d 390","2005 U.S. LEXIS 4845",2004,1607,"Rehnquist","04-169","GRAHAM COUNTY SOIL & WATER CONSERVATION DISTRICT, et al. v. UNITED STATES ex rel. KAREN T. WILSON",4/20/2005,,18,38,9,38,1,,,0,100,,24,,1,2,4,2,1,4,0,1,0,0,90480,9,1,0,4,,3,325,,108,102,1,7,2
"2004-067","2004-067-01","2004-067-01-01","2004-067-01-01-01",6/20/2005,1,"545 U.S. 429","125 S. Ct. 2419","162 L. Ed. 2d 407","2005 U.S. LEXIS 4843",2004,1607,"Rehnquist","03-1230","AMERICAN TRUCKING ASSOCIATIONS, INC. AND USF HOLLAND, INC. v. MICHIGAN PUBLIC SERVICE COMMISSION et al.",4/26/2005,,245,,4,27,1,,,0,302,27,301,27,0,12,2,2,1,2,0,0,0,0,80110,8,2,0,2,,1,111,,110,102,1,9,0
"2004-068","2004-068-01","2004-068-01-01","2004-068-01-01-01",6/20/2005,1,"545 U.S. 440","125 S. Ct. 2427","162 L. Ed. 2d 418","2005 U.S. LEXIS 4844",2004,1607,"Rehnquist","03-1234","MID-CON FREIGHT SYSTEMS, INC., et al. v. MICHIGAN PUBLIC SERVICE COMMISSION, et al.",4/26/2005,,245,,4,27,1,,,0,302,27,301,27,0,12,2,1,1,2,0,0,0,0,100030,10,1,0,4,,6,600,"49 U.S.C. § 14504",110,103,1,6,3
"2004-069","2004-069-01","2004-069-01-01","2004-069-01-01-01",6/23/2005,1,"545 U.S. 469","125 S. Ct. 2655","162 L. Ed. 2d 439","2005 U.S. LEXIS 5011",2004,1607,"Rehnquist","04-108","SUSETTE KELO, et al. v. CITY OF NEW LONDON, CONNECTICUT, et al.",2/22/2005,,195,,3,8,1,,,0,302,8,300,8,1,11,6,2,1,2,0,0,0,0,40070,4,2,0,2,,2,211,,103,103,1,5,4
"2004-070","2004-070-01","2004-070-01-01","2004-070-01-01-01",6/23/2005,1,"545 U.S. 524","125 S. Ct. 2641","162 L. Ed. 2d 480","2005 U.S. LEXIS 5014",2004,1607,"Rehnquist","04-6432","AURELIO O. GONZALEZ v. JAMES v. CROSBY, JR., SECRETARY, FLORIDA DEPARTMENT OF CORRECTIONS",4/25/2005,,215,,28,12,1,,,0,58,,31,,1,12,2,1,1,2,0,0,0,0,90110,9,1,0,4,,4,400,,105,102,1,7,2
"2004-071","2004-071-01","2004-071-01-01","2004-071-01-01-01",6/23/2005,1,"545 U.S. 546","125 S. Ct. 2611","162 L. Ed. 2d 502","2005 U.S. LEXIS 5015",2004,1607,"Rehnquist","04-70","EXXON MOBIL CORPORATION v. ALLAPATTAH SERVICES, INC., et al.",3/1/2005,,198,,161,,1,,,0,57,,31,,0,2,2,2,1,2,0,0,0,0,90410,9,2,0,4,,6,600,"28 U.S.C. § 1367",106,102,1,5,4
"2004-072","2004-072-01","2004-072-01-01","2004-072-01-01-01",6/23/2005,1,"545 U.S. 596","125 S. Ct. 2606","162 L. Ed. 2d 544","2005 U.S. LEXIS 5013",2004,1607,"Rehnquist","03-1566","FRANCIS A. ORFF, et al. v. UNITED STATES et al.",2/23/2005,,152,,27,,1,26,,0,49,,29,,0,2,2,2,1,2,0,0,0,0,80130,8,2,0,4,,6,600,"43 U.S.C. § 390",108,102,1,9,0
"2004-073","2004-073-01","2004-073-01-01","2004-073-01-01-01",6/23/2005,1,"545 U.S. 605","125 S. Ct. 2582","162 L. Ed. 2d 552","2005 U.S. LEXIS 5012",2004,1607,"Rehnquist","03-10198","ANTONIO DWAYNE HALBERT v. MICHIGAN",4/25/2005,,213,,28,27,1,,,0,302,27,300,27,1,11,9,1,3,5,0,1,0,0,20320,2,2,0,7,2,2,231,,109,102,1,7,2
"2004-074","2004-074-01","2004-074-01-01","2004-074-01-01-01",6/23/2005,1,"545 U.S. 644","125 S. Ct. 2562","162 L. Ed. 2d 582","2005 U.S. LEXIS 5016",2004,1607,"Rehnquist","04-563","DENEICE A. MAYLE, WARDEN v. JACOBY LEE FELIX",4/19/2005,,28,6,215,,1,,,0,49,,29,,1,2,7,2,1,5,0,1,0,0,10020,1,1,0,4,,3,341,,109,102,1,7,2
"2004-075","2004-075-01","2004-075-01-01","2004-075-01-01-01",6/27/2005,7,"545 U.S. 677","125 S. Ct. 2854","162 L. Ed. 2d 607","2005 U.S. LEXIS 5215",2004,1607,"Rehnquist","03-1500","THOMAS VAN ORDEN v. RICK PERRY, IN HIS OFFICIAL CAPACITY AS GOVERNOR OF TEXAS AND CHAIRMAN, STATE PRESERVATION BOARD, et al.",3/2/2005,,214,,19,51,1,,,0,122,,25,,0,12,2,1,1,2,0,0,0,0,30170,3,1,0,2,,2,203,,102,102,1,5,4
"2004-076","2004-076-01","2004-076-01-01","2004-076-01-01-01",6/27/2005,1,"545 U.S. 748","125 S. Ct. 2796","162 L. Ed. 2d 658","2005 U.S. LEXIS 5214",2004,1607,"Rehnquist","04-278","TOWN OF CASTLE ROCK, COLORADO v. GONZALES, INDIVIDUALLY AND AS NEXT FRIEND OF HER DECEASED MINOR CHILDREN, GONZALES et al.",3/21/2005,,3,7,253,,1,,,0,52,,30,,1,12,3,2,1,3,0,1,0,0,40010,4,1,0,2,,2,230,,105,102,1,7,2
"2004-077","2004-077-01","2004-077-01-01","2004-077-01-01-01",6/27/2005,1,"545 U.S. 794","125 S. Ct. 2825","162 L. Ed. 2d 693","2005 U.S. LEXIS 5213",2004,1607,"Rehnquist","04-514","RICKY BELL, WARDEN v. GREGORY THOMPSON",4/26/2005,,28,50,215,,1,,,0,116,,26,,1,12,5,2,1,3,0,1,0,0,90330,9,1,0,3,4,4,400,,106,102,1,5,4
"2004-078","2004-078-01","2004-078-01-01","2004-078-01-01-01",6/27/2005,1,"545 U.S. 844","125 S. Ct. 2722","162 L. Ed. 2d 729","2005 U.S. LEXIS 5211",2004,1607,"Rehnquist","03-1693","MCCREARY COUNTY, KENTUCKY, et al. v. AMERICAN CIVIL LIBERTIES UNION OF KENTUCKY et al.",3/2/2005,,5,21,207,,1,,,0,73,,26,,1,12,2,2,4,2,0,0,0,0,30170,3,2,0,2,,2,203,,107,103,1,5,4
"2004-079","2004-079-01","2004-079-01-01","2004-079-01-01-01",6/27/2005,1,"545 U.S. 913","125 S. Ct. 2764","162 L. Ed. 2d 781","2005 U.S. LEXIS 5212",2004,1607,"Rehnquist","04-480","METRO-GOLDWYN-MAYER STUDIOS, INC., et al. v. GROKSTER, LTD., et al.",3/29/2005,,156,,133,,1,,,0,48,,29,,0,12,2,2,1,5,0,1,0,0,80190,8,1,0,7,4,6,600,"17 U.S.C. § 101",107,102,1,9,0
"2004-080","2004-080-01","2004-080-01-01","2004-080-01-01-01",6/27/2005,1,"545 U.S. 967","125 S. Ct. 2688","162 L. Ed. 2d 820","2005 U.S. LEXIS 5018",2004,1607,"Rehnquist","04-277","NATIONAL CABLE & TELECOMMUNICATIONS ASSOCIATION, et al. v. BRAND X INTERNET SERVICES, et al.",3/29/2005,,124,,133,,1,38,,0,29,,29,,0,10,,3,1,4,0,1,0,0,90120,9,1,0,4,7,3,326,,108,102,1,6,3
"2005-001","2005-001-01","2005-001-01-01","2005-001-01-01-01",10/11/2005,2,"546 U.S. 1","126 S. Ct. 5","163 L. Ed. 2d 1","2005 U.S. LEXIS 7649",2005,1701,"Roberts","04-8384","PAUL ALLEN DYE v. GERALD HOFBAUER, WARDEN",,,126,,28,27,1,,,0,81,,26,,1,,2,1,1,4,0,1,0,0,10020,1,2,0,3,,9,900,"NA",,,1,9,0
"2005-002","2005-002-01","2005-002-01-01","2005-002-01-01-01",10/17/2005,2,"546 U.S. 6","126 S. Ct. 7","163 L. Ed. 2d 6","2005 U.S. LEXIS 7652",2005,1701,"Roberts","04-1475","DORA B. SCHRIRO, DIRECTOR, ARIZONA DEPARTMENT OF CORRECTIONS, PETITIONER v. ROBERT DOUGLAS SMITH",,,28,4,126,,1,,,0,45,,29,,0,,4,2,1,5,0,1,0,0,10130,1,1,0,7,,,,,,,1,9,0
"2005-003","2005-003-01","2005-003-01-01","2005-003-01-01-01",10/31/2005,2,"546 U.S. 9","126 S. Ct. 407","163 L. Ed. 2d 10","2005 U.S. LEXIS 8200",2005,1701,"Roberts","04-1538","ANTHONY KANE, WARDEN v. JOE GARCIA ESPITIA",,,28,6,126,,1,,,0,48,,29,,0,2,4,2,1,4,0,1,0,0,20390,2,1,0,4,7,3,341,,,,1,9,0
"2005-004","2005-004-01","2005-004-01-01","2005-004-01-01-01",10/31/2005,2,"546 U.S. 12","126 S. Ct. 403","163 L. Ed. 2d 14","2005 U.S. LEXIS 8201",2005,1701,"Roberts","04-9949","IVAN EBERHART v. UNITED STATES",,,126,,27,,1,,,0,158,,27,,0,7,3,1,1,4,0,1,0,0,10370,1,2,0,4,7,4,401,,,,1,9,0
"2005-005","2005-005-01","2005-005-01-01","2005-005-01-01-01",11/8/2005,1,"546 U.S. 21","126 S. Ct. 514","163 L. Ed. 2d 288","2005 U.S. LEXIS 8373",2005,1701,"Roberts","03-1238","IBP, INC. v. GABRIEL ALVAREZ, INDIVIDUALLY AND ON BEHALF OF ALL OTHERS SIMILARLY SITUATED, et al.",10/3/2005,,158,,145,,1,,,0,128,,29,,0,2,2,2,1,2,0,0,0,0,70040,7,2,0,4,,3,334,,103,111,1,9,0
"2005-006","2005-006-01","2005-006-01-01","2005-006-01-01-01",11/8/2005,1,"546 U.S. 43","126 S. Ct. 510","163 L. Ed. 2d 306","2005 U.S. LEXIS 8372",2005,1701,"Roberts","04-759","UNITED STATES v. JOSEPH OLSON, et al.",10/12/2005,,27,,145,,1,,,0,45,,29,,0,12,3,2,1,5,0,1,0,0,80070,8,1,0,4,,3,374,,110,111,1,9,0
"2005-007","2005-007-01","2005-007-01-01","2005-007-01-01-01",11/14/2005,1,"546 U.S. 49","126 S. Ct. 528","163 L. Ed. 2d 387","2005 U.S. LEXIS 8554",2005,1701,"Roberts","04-698","SCHAFFER, A MINOR, BY HIS PARENTS AND NEXT FRIENDS, SCHAFFER, ET VIR, et al. v. WEAST, SUPERINTENDENT, MONTGOMERY COUNTY PUBLIC SCHOOLS, et al.",10/5/2005,,140,,21,25,1,117,25,0,79,,24,,1,11,3,1,1,2,0,0,0,0,20210,2,1,0,4,,3,340,,104,103,1,6,2
"2005-008","2005-008-01","2005-008-01-01","2005-008-01-01-01",11/14/2005,6,"546 U.S. 72","126 S. Ct. 602","163 L. Ed. 2d 406","2005 U.S. LEXIS 8553",2005,1701,"Roberts","04-373","MARYLAND v. LEEANDER JEROME BLAKE",11/1/2005,,28,25,100,,1,,,0,302,25,300,25,0,,4,2,1,9,0,0,0,0,90150,9,1,0,3,,,,,,,1,9,0
"2005-009","2005-009-01","2005-009-01-01","2005-009-01-01-01",11/28/2005,2,"546 U.S. 74","126 S. Ct. 602","163 L. Ed. 2d 407","2005 U.S. LEXIS 9033",2005,1701,"Roberts","05-101","MARGARET BRADSHAW, WARDEN v. KENNETH T. RICHEY",,,28,41,100,,1,,,0,103,,26,,0,12,3,2,1,8,0,1,0,0,10020,1,1,0,3,,,,,,,1,9,0
"2005-010","2005-010-01","2005-010-01-01","2005-010-01-01-01",11/29/2005,1,"546 U.S. 81","126 S. Ct. 606","163 L. Ed. 2d 415","2005 U.S. LEXIS 9037",2005,1701,"Roberts","04-712","LINCOLN PROPERTY COMPANY, et al. v. CHRISTOPHE ROCHE, ET UX.",10/11/2005,,195,,241,,1,,,0,126,,24,,0,2,5,1,1,4,0,1,0,0,90320,9,2,0,4,,6,600,"28 U.S.C. § 1441",109,111,1,9,0
"2005-011","2005-011-01","2005-011-01-01","2005-011-01-01-01",12/6/2005,1,"546 U.S. 95","126 S. Ct. 676","163 L. Ed. 2d 429","2005 U.S. LEXIS 9229",2005,1701,"Roberts","04-631","JOAN WAGNON, SECRETARY, KANSAS DEPARTMENT OF REVENUE v. PRAIRIE BAND POTAWATOMI NATION",10/3/2005,,7,20,170,,1,,,0,72,,30,,0,12,3,2,1,3,0,1,0,0,20160,2,1,0,7,,,,,108,111,1,7,2
"2005-012","2005-012-01","2005-012-01-01","2005-012-01-01-01",12/7/2005,1,"546 U.S. 132","126 S. Ct. 704","163 L. Ed. 2d 547","2005 U.S. LEXIS 9234",2005,1701,"Roberts","04-1140","GERALD T. MARTIN, ET UX. v. FRANKLIN CAPITAL CORPORATION et al.",11/8/2005,,134,,135,,1,,,0,93,,30,,0,2,2,1,1,2,0,0,0,0,60010,6,1,0,7,4,6,600,"28 U.S.C. § 1447",111,111,1,9,0
"2005-013","2005-013-01","2005-013-01-01","2005-013-01-01-01",12/7/2005,1,"546 U.S. 142","126 S. Ct. 699","163 L. Ed. 2d 557","2005 U.S. LEXIS 9233",2005,1701,"Roberts","04-881","JAMES LOCKHART v. UNITED STATES et al.",11/2/2005,,239,,27,,1,,,0,129,,29,,0,2,2,1,1,2,0,0,0,0,90480,9,2,0,4,,6,600,"31 U.S.C. § 3716",104,111,1,9,0
"2005-014","2005-014-01","2005-014-01-01","2005-014-01-01-01",1/10/2006,1,"546 U.S. 151","126 S. Ct. 877","163 L. Ed. 2d 650","2006 U.S. LEXIS 759",2005,1701,"Roberts","04-1203","UNITED STATES v. GEORGIA et al.",11/9/2005,,27,,28,13,1,,,0,61,,31,,0,11,2,1,1,4,0,1,0,0,100120,10,2,0,4,,3,300,,105,111,1,9,0
"2005-015","2005-015-01","2005-015-01-01","2005-015-01-01-01",1/10/2006,1,"546 U.S. 164","126 S. Ct. 860","163 L. Ed. 2d 663","2006 U.S. LEXIS 758",2005,1701,"Roberts","04-905","VOLVO TRUCKS NORTH AMERICA, INC. v. REEDER-SIMCO GMC, INC.",10/31/2005,,184,,125,,1,,,0,47,,28,,1,11,2,2,1,4,0,1,0,0,80010,8,1,0,4,,3,364,,109,111,1,7,2
"2005-016","2005-016-01","2005-016-01-01","2005-016-01-01-01",1/10/2006,1,"546 U.S. 189","126 S. Ct. 846","163 L. Ed. 2d 684","2006 U.S. LEXIS 757",2005,1701,"Roberts","04-721","MIKE EVANS, ACTING WARDEN v. REGINALD CHAVIS",11/9/2005,,28,6,215,,1,,,0,49,,29,,0,12,4,2,1,4,0,1,0,0,10020,1,1,0,4,,3,341,,110,111,1,9,0
"2005-017","2005-017-01","2005-017-01-01","2005-017-01-01-01",1/11/2006,1,"546 U.S. 212","126 S. Ct. 884","163 L. Ed. 2d 723","2006 U.S. LEXIS 760",2005,1701,"Roberts","04-980","JILL L. BROWN, WARDEN v. RONALD L. SANDERS",10/11/2005,,28,6,215,,1,,,0,49,,29,,0,12,4,2,1,4,0,1,0,0,10130,1,1,0,2,,2,221,,105,111,1,5,4
"2005-018","2005-018-01","2005-018-01-01","2005-018-01-01-01",1/17/2006,1,"546 U.S. 243","126 S. Ct. 904","163 L. Ed. 2d 748","2006 U.S. LEXIS 767",2005,1701,"Roberts","04-623","ALBERTO R. GONZALES, ATTORNEY GENERAL, et al. v. OREGON, et al.",10/5/2005,,100,,28,43,1,,,0,108,,29,,1,12,2,2,1,2,0,0,0,0,50030,5,2,0,4,,6,600,"21 U.S.C. § 801",106,103,1,6,3
"2005-019","2005-019-01","2005-019-01-01","2005-019-01-01-01",1/17/2006,1,"546 U.S. 303","126 S. Ct. 941","163 L. Ed. 2d 797","2006 U.S. LEXIS 766",2005,1701,"Roberts","04-1186","WACHOVIA BANK, NATIONAL ASSOCIATION v. DANIEL G. SCHMIDT, III, et al.",11/28/2005,,113,,240,,1,,,0,114,,24,,1,2,5,2,1,4,0,1,0,0,90320,9,2,0,4,,6,600,"28 U.S.C. § 1348",109,111,1,8,0
"2005-020","2005-020-01","2005-020-01-01","2005-020-01-01-01",1/18/2006,1,"546 U.S. 320","126 S. Ct. 961","163 L. Ed. 2d 812","2006 U.S. LEXIS 912",2005,1701,"Roberts","04-1144","KELLY A. AYOTTE, ATTORNEY GENERAL OF NEW HAMPSHIRE v. PLANNED PARENTHOOD OF NORTHERN NEW ENGLAND, et al.",11/30/2005,,19,34,207,,1,,,0,91,,21,,0,11,2,2,1,5,0,1,0,0,50020,5,2,0,3,,,,,104,111,1,9,0
"2005-021","2005-021-01","2005-021-01-01","2005-021-01-01-01",1/18/2006,1,"546 U.S. 333","126 S. Ct. 969","163 L. Ed. 2d 824","2006 U.S. LEXIS 913",2005,1701,"Roberts","04-52","BERTRAM RICE, WARDEN, et al. v. STEVEN MARTELL COLLINS",12/5/2005,,28,6,100,,1,,,0,48,,29,,1,13,4,2,1,4,0,1,0,0,10020,1,1,0,4,,3,341,,106,111,1,9,0
"2005-022","2005-022-01","2005-022-01-01","2005-022-01-01-01",1/18/2006,1,"546 U.S. 345","126 S. Ct. 952","163 L. Ed. 2d 836","2006 U.S. LEXIS 911",2005,1701,"Roberts","04-1332","RICHARD WILL, et al. v. SUSAN HALLOCK, et al.",11/28/2005,,19,60,133,,1,,,0,95,,22,,0,11,2,2,1,5,0,1,0,0,90380,9,1,0,4,,6,600,"28 U.S.C. § 1291",107,111,1,9,0
"2005-023","2005-023-01","2005-023-01-01","2005-023-01-01-01",1/23/2006,1,"546 U.S. 356","126 S. Ct. 990","163 L. Ed. 2d 945","2006 U.S. LEXIS 917",2005,1701,"Roberts","04-885","CENTRAL VIRGINIA COMMUNITY COLLEGE, et al. v. BERNARD KATZ, LIQUIDATING SUPERVISOR FOR WALLACE'S BOOKSTORES, INC.",10/31/2005,,28,55,114,,1,,,0,73,,26,,0,11,2,2,1,2,0,0,1,0,100100,10,2,0,1,,1,112,,103,103,1,5,4
"2005-024","2005-024-01","2005-024-01-01","2005-024-01-01-01",1/23/2006,1,"546 U.S. 394","126 S. Ct. 980","163 L. Ed. 2d 974","2006 U.S. LEXIS 916",2005,1701,"Roberts","04-597","UNITHERM FOOD SYSTEMS, INC. v. SWIFT-ECKRICH, INC., DBA CONAGRA REFRIGERATED FOODS",11/2/2005,,158,,158,,1,,,0,107,,8,,0,12,5,2,1,3,0,1,0,0,90340,9,1,0,4,,4,400,,108,111,1,7,2
"2005-025","2005-025-01","2005-025-01-01","2005-025-01-01-01",1/23/2006,6,"546 U.S. 410","126 S. Ct. 1016","163 L. Ed. 2d 990","2006 U.S. LEXIS 1070",2005,1701,"Roberts","04-1581","WISCONSIN RIGHT TO LIFE, INC. v. FEDERAL ELECTION COMMISSION",1/17/2006,,207,,343,,2,,,1,55,,55,,0,1,9,1,1,5,0,1,0,0,30140,3,1,0,4,,6,600,"2 U.S.C. § 441",,111,1,9,0
"2005-026","2005-026-01","2005-026-01-01","2005-026-01-01-01",1/23/2006,4,"546 U.S. 413","126 S. Ct. 1014","163 L. Ed. 2d 995","2006 U.S. LEXIS 1071",2005,1701,"Roberts","128 ORIG","STATE OF ALASKA v. UNITED STATES OF AMERICA",,,28,2,27,,9,,,0,,,,,0,,,3,1,,0,0,0,0,100040,10,2,0,4,3,3,368,,,,1,8,0
"2005-027","2005-027-01","2005-027-01-01","2005-027-01-01-01",2/21/2006,1,"546 U.S. 418","126 S. Ct. 1211","163 L. Ed. 2d 1017","2006 U.S. LEXIS 1815",2005,1702,"Roberts","04-1084","ALBERTO R. GONZALES, ATTORNEY GENERAL, et al. v. O CENTRO ESPIRITA BENEFICENTE UNIAO DO VEGETAL et al.",11/1/2005,,1,,130,,1,,,0,93,,30,,1,2,2,2,1,2,0,0,0,0,30160,3,2,0,4,,3,361,,111,111,1,8,0
"2005-028","2005-028-01","2005-028-01-01","2005-028-01-01-01",2/21/2006,1,"546 U.S. 440","126 S. Ct. 1204","163 L. Ed. 2d 1038","2006 U.S. LEXIS 1814",2005,1702,"Roberts","04-1264","BUCKEYE CHECK CASHING, INC. v. JOHN CARDEGNA et al.",11/29/2005,,135,,138,,1,,,0,302,12,300,12,0,12,3,2,1,4,0,1,0,0,80160,8,1,0,7,4,6,600,"9 U.S.C. § 1",105,111,1,7,1
"2005-029","2005-029-01","2005-029-01-01","2005-029-01-01-01",2/21/2006,2,"546 U.S. 450","126 S. Ct. 1193","163 L. Ed. 2d 1047","2006 U.S. LEXIS 1817",2005,1702,"Roberts","04-1095","MINISTRY OF DEFENSE AND SUPPORT FOR THE ARMED FORCES OF THE ISLAMIC REPUBLIC OF IRAN v. DARIUSH ELAHI",,,24,,174,,1,,,0,51,,29,,0,12,9,2,1,5,0,1,0,0,80060,8,2,0,4,,6,600,"28 U.S.C. § 1602",,111,1,9,0
"2005-030","2005-030-01","2005-030-01-01","2005-030-01-01-01",2/21/2006,2,"546 U.S. 454","126 S. Ct. 1195","163 L. Ed. 2d 1053","2006 U.S. LEXIS 1816",2005,1702,"Roberts","05-379","ANTHONY ASH et al. v. TYSON FOODS, INC.",,,182,,151,,1,,,0,42,,31,,0,12,6,1,1,5,0,1,0,0,20060,2,2,0,4,,3,384,,,,1,9,0
"2005-031","2005-031-01","2005-031-01-01","2005-031-01-01-01",2/21/2006,2,"546 U.S. 459","126 S. Ct. 1198","163 L. Ed. 2d 1059","2006 U.S. LEXIS 1105",2005,1702,"Roberts","05-555","KEITH LANCE, et al. v. GIGI DENNIS, COLORADO SECRETARY OF STATE",,,251,,19,7,2,,,1,52,,52,,0,1,,3,1,5,0,1,0,0,90460,9,2,0,7,,,,,,,1,9,0
"2005-032","2005-032-01","2005-032-01-01","2005-032-01-01-01",2/22/2006,1,"546 U.S. 470","126 S. Ct. 1246","163 L. Ed. 2d 1069","2006 U.S. LEXIS 1821",2005,1702,"Roberts","04-593","DOMINO'S PIZZA, INC., et al. v. JOHN MCDONALD",12/6/2005,,161,,161,,1,,,0,90,,29,,0,2,3,2,1,3,0,1,0,0,20400,2,1,0,4,,3,312,,105,111,1,8,0
"2005-033","2005-033-01","2005-033-01-01","2005-033-01-01-01",2/22/2006,1,"546 U.S. 481","126 S. Ct. 1252","163 L. Ed. 2d 1079","2006 U.S. LEXIS 1820",2005,1702,"Roberts","04-848","BARBARA DOLAN v. UNITED STATES POSTAL SERVICE et al.",11/7/2005,,208,,412,,1,112,,0,109,,23,,0,2,2,1,1,4,0,1,0,0,80060,8,1,0,4,,3,374,"NA",106,111,1,7,1
"2005-034","2005-034-01","2005-034-01-01","2005-034-01-01-01",2/22/2006,1,"546 U.S. 500","126 S. Ct. 1235","163 L. Ed. 2d 1097","2006 U.S. LEXIS 1819",2005,1702,"Roberts","04-944","JENIFER ARBAUGH v. Y & H CORPORATION, DBA THE MOONLIGHT CAFE",1/11/2006,,154,,151,,1,,,0,75,,25,,0,2,2,1,1,4,0,1,0,0,20140,2,2,0,4,,3,384,,109,111,1,8,0
"2005-035","2005-035-01","2005-035-01-01","2005-035-01-01-01",2/22/2006,1,"546 U.S. 517","126 S. Ct. 1226","163 L. Ed. 2d 1112","2006 U.S. LEXIS 1818",2005,1702,"Roberts","04-928","OREGON v. RANDY LEE GUZEK",12/7/2005,,28,43,126,,1,,,0,302,43,300,43,0,13,5,2,1,5,0,1,0,0,10130,1,1,0,2,,2,221,,110,111,1,8,0
"2005-036","2005-036-01","2005-036-01-01","2005-036-01-01-01",2/28/2006,1,"547 U.S. 1","126 S. Ct. 1276","164 L. Ed. 2d 1","2006 U.S. LEXIS 2023",2005,1702,"Roberts","04-805","TEXACO INC. v. FOUAD N. DAGHER, et al.",1/10/2006,,198,,195,,1,,,0,48,,29,,1,11,3,2,1,3,0,1,0,0,80010,8,1,0,4,7,3,367,,108,111,1,8,0
